[INFO ] [2022-08-14 12:22:09,778] Register - Step 01: Navigate to 'Register' page
[2022-08-20 17:34:21,135] Login - Step 01: Navigate to Login Page 
[2022-08-20 18:06:15,649] Register - Step 01: Navigate to 'Register' page
[2022-08-20 18:06:16,256] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-08-20 18:06:16,395] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-08-20 18:06:16,509] Register - Step 04: Enter to Email textbox with value is 'Automation'
[2022-08-20 18:06:16,634] Register - Step 05: Enter to Password textbox with value is 'Automation'
[2022-08-20 18:06:16,749] Register - Step 06: Enter to Confirmpassword textbox with value is 'Automation'
[2022-08-20 18:06:16,859] Register - Step 07: Click to 'Register' button 
[2022-08-20 18:06:17,672] Register - Step 08:  Verify Register success message is displayed
[2022-08-20 18:06:17,737] Login - Step 01: Navigate to Login Page 
[2022-08-20 18:06:18,961] Login - Step 02: Enter to Email textbox with value is '123456' 
[2022-08-20 18:06:19,074] Login - Step 03: Enter to Email textbox 
[2022-08-20 18:06:19,188] Login - Step 04: Click to Login button 
[2022-08-20 18:06:19,885] Login - Step 05: Verify 'My Account' link is displayed 
[2022-08-21 07:41:17,011] Register - Step 01: Navigate to 'Register' page
[2022-08-21 07:41:17,530] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-08-21 07:41:17,667] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-08-21 07:41:17,781] Register - Step 04: Enter to Email textbox with value is 'Automation'
[2022-08-21 07:41:17,910] Register - Step 05: Enter to Password textbox with value is 'Automation'
[2022-08-21 07:41:18,024] Register - Step 06: Enter to Confirmpassword textbox with value is 'Automation'
[2022-08-21 07:41:18,135] Register - Step 07: Click to 'Register' button 
[2022-08-21 07:41:18,937] Register - Step 08:  Verify Register success message is displayed
[2022-08-21 07:41:19,005] Login - Step 01: Navigate to Login Page 
[2022-08-21 07:41:20,212] Login - Step 02: Enter to Email textbox with value is '123456' 
[2022-08-21 07:41:20,331] Login - Step 03: Enter to Email textbox 
[2022-08-21 07:41:20,440] Login - Step 04: Click to Login button 
[2022-08-21 07:41:21,197] Login - Step 05: Verify 'My Account' link is displayed 
[2022-09-13 13:19:39,703] Login - Step 01: Navigate to Login Page 
[2022-09-13 13:19:40,365] Login - Step 02: Enter to Email textbox with value is 'null' 
[2022-09-13 13:25:55,826] Login - Step 01: Navigate to Login Page 
[2022-09-13 13:25:56,352] Login - Step 02: Enter to Email textbox with value is 'afc7315@mail.vn' 
[2022-09-13 13:25:56,511] Login - Step 03: Enter to Email textbox 
[2022-09-13 13:25:56,675] Login - Step 04: Click to Login button 
[2022-09-13 14:12:43,112] Login - Step 01: Navigate to Login Page 
[2022-09-13 14:12:43,652] Login - Step 02: Enter to Email textbox with value is 'afc2991@mail.vn' 
[2022-09-13 14:12:43,783] Login - Step 03: Enter to Email textbox 
[2022-09-13 14:12:43,922] Login - Step 04: Click to Login button 
[2022-09-13 15:28:37,135] Pre-Condition - Step 01: Navigate to Login Page 
[2022-09-13 15:28:37,684] Pre-Condition - Step 02: Set cookie and reload page 
[2022-09-13 15:32:05,997] Pre-Condition - Step 01: Navigate to Login Page 
[2022-09-13 15:32:06,544] Pre-Condition - Step 02: Set cookie and reload page 
[2022-09-13 15:32:09,634] Pre-Condition - Step 05: Verify 'My Account' link is displayed 
[2022-09-13 15:32:10,076]  -------------------------- PASSED -------------------------- 
[2022-09-14 09:59:14,075] Pre-Condition - Step 01: Navigate to Login Page 
[2022-09-14 09:59:14,767] Pre-Condition - Step 02: Set cookie and reload page 
[2022-09-14 09:59:17,972] Pre-Condition - Step 05: Verify 'My Account' link is displayed 
[2022-09-14 09:59:19,002]  -------------------------- PASSED -------------------------- 
[2022-09-14 10:09:45,450] Pre-Condition - Step 01: Navigate to Login Page 
[2022-09-14 10:09:45,983] Pre-Condition - Step 02: Set cookie and reload page 
[2022-09-14 10:09:49,073] Pre-Condition - Step 05: Verify 'My Account' link is displayed 
[2022-09-14 10:09:50,055]  -------------------------- PASSED -------------------------- 
[2022-09-14 10:11:27,357] Pre-Condition - Step 01: Navigate to Login Page 
[2022-09-14 10:11:27,901] Pre-Condition - Step 02: Set cookie and reload page 
[2022-09-14 10:11:31,004] Pre-Condition - Step 05: Verify 'My Account' link is displayed 
[2022-09-14 10:11:32,055]  -------------------------- PASSED -------------------------- 
[2022-09-14 13:44:33,022] Register - Step 01: Navigate to 'Register' page
[2022-09-14 13:44:33,646] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-14 13:44:33,792] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-14 13:44:33,916] Register - Step 04: Enter to Email textbox with value is 'Automation'
[2022-09-14 13:44:34,068] Register - Step 05: Enter to Password textbox with value is 'Automation'
[2022-09-14 13:44:34,212] Register - Step 06: Enter to Confirmpassword textbox with value is 'Automation'
[2022-09-14 13:44:34,366] Register - Step 07: Click to 'Register' button 
[2022-09-14 13:44:35,948] Register - Step 08:  Verify Register success message is displayed
[2022-09-14 13:44:36,041]  -------------------------- FAILED -------------------------- 
[2022-09-14 13:44:36,042] Register - Step 09: Click to 'Log out' link 
[2022-09-14 13:44:36,971] Login - Step 01: Navigate to Login Page 
[2022-09-14 13:44:37,504] Login - Step 02: Enter to Email textbox with value is '123456' 
[2022-09-14 13:44:37,636] Login - Step 03: Enter to Email textbox 
[2022-09-14 13:44:37,766] Login - Step 04: Click to Login button 
[2022-09-14 13:44:38,532] Login - Step 05: Verify 'My Account' link is displayed 
[2022-09-14 13:44:38,618]  -------------------------- PASSED -------------------------- 
[2022-09-14 13:44:38,618] Login - Step 06: Navigate to 'My Account' page 
[2022-09-14 13:44:39,118] Login - Step 07: Verify 'Customer Infor' page is displayed 
[2022-09-14 13:44:39,180]  -------------------------- FAILED -------------------------- 
[2022-09-14 13:52:54,937] Pre-Condition - Step 01: Navigate to 'Register' page
[2022-09-14 13:52:55,543] Pre-Condition - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-14 13:52:55,689] Pre-Condition - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-14 13:52:55,845] Pre-Condition - Step 04: Enter to Email textbox with value is 'Automation'
[2022-09-14 13:52:55,992] Pre-Condition - Step 05: Enter to Password textbox with value is 'Automation'
[2022-09-14 13:52:56,124] Pre-Condition - Step 06: Enter to Confirmpassword textbox with value is 'Automation'
[2022-09-14 13:52:56,277] Pre-Condition - Step 07: Click to 'Register' button 
[2022-09-14 13:52:57,802] Pre-Condition - Step 08:  Verify Register success message is displayed
[2022-09-14 13:52:57,885]  -------------------------- FAILED -------------------------- 
[2022-09-14 13:52:57,886] Pre-Condition - Step 09: Click to 'Log out' link 
[2022-09-14 13:52:58,621] Pre-Condition - Step 10: Navigate to Login Page 
[2022-09-14 13:52:59,158] Pre-Condition - Step 11: Enter to Email textbox with value is '123456' 
[2022-09-14 13:52:59,305] Pre-Condition - Step 12: Enter to Email textbox 
[2022-09-14 13:52:59,450] Pre-Condition - Step 13: Click to Login button 
[2022-09-14 14:38:26,051] Pre-Condition - Step 01: Navigate to 'Register' page
[2022-09-14 14:38:26,696] Pre-Condition - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-14 14:38:26,855] Pre-Condition - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-14 14:38:27,009] Pre-Condition - Step 04: Enter to Email textbox with value is 'Automation'
[2022-09-14 14:38:27,160] Pre-Condition - Step 05: Enter to Password textbox with value is 'Automation'
[2022-09-14 14:38:27,290] Pre-Condition - Step 06: Enter to Confirmpassword textbox with value is 'Automation'
[2022-09-14 14:38:27,414] Pre-Condition - Step 07: Click to 'Register' button 
[2022-09-14 14:38:29,019] Pre-Condition - Step 08:  Verify Register success message is displayed
[2022-09-14 15:27:24,364] Pre-Condition - Step 01: Navigate to 'Register' page
[2022-09-14 15:27:25,023] Pre-Condition - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-14 15:27:25,182] Pre-Condition - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-14 15:27:25,320] Pre-Condition - Step 04: Enter to Email textbox with value is 'Automation'
[2022-09-14 15:27:25,473] Pre-Condition - Step 05: Enter to Password textbox with value is 'Automation'
[2022-09-14 15:27:25,603] Pre-Condition - Step 06: Enter to Confirmpassword textbox with value is 'Automation'
[2022-09-14 15:27:25,739] Pre-Condition - Step 07: Click to 'Register' button 
[2022-09-14 15:27:27,311] Pre-Condition - Step 08:  Verify Register success message is displayed
[2022-09-14 15:59:28,277] Pre-Condition - Step 01: Navigate to 'Register' page
[2022-09-14 15:59:29,039] Pre-Condition - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-14 15:59:29,211] Pre-Condition - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-14 15:59:29,368] Pre-Condition - Step 04: Enter to Email textbox with value is 'Automation'
[2022-09-14 15:59:29,532] Pre-Condition - Step 05: Enter to Password textbox with value is 'Automation'
[2022-09-14 15:59:29,663] Pre-Condition - Step 06: Enter to Confirmpassword textbox with value is 'Automation'
[2022-09-14 15:59:29,789] Pre-Condition - Step 07: Click to 'Register' button 
[2022-09-14 15:59:31,320] Pre-Condition - Step 08:  Verify Register success message is displayed
[2022-09-14 15:59:31,567] OS name = windows 10
[2022-09-14 15:59:31,567] Driver instance name = chromedriver: chrome on windows (2f504bb860e15b5f659a5407ec5862ae)
[2022-09-15 15:20:27,145] Register - Step 01: Navigate to 'Register' page
[2022-09-15 15:20:27,721] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-15 15:20:27,886] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-15 15:20:28,040] Register - Step 04: Enter to Email textbox with value is 'afc6883@mail.vn'
[2022-09-15 15:20:28,205] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-09-15 15:20:28,339] Register - Step 06: Enter to Confirmpassword textbox with value is '123456'
[2022-09-15 15:20:28,494] Register - Step 07: Click to 'Register' button 
[2022-09-15 15:21:00,404] Login - Step 01: Navigate to Login Page 
[2022-09-15 15:21:02,975] Login - Step 02: Enter to Email textbox with value is '123456' 
[2022-09-15 15:21:03,097] Login - Step 03: Enter to Password textbox 
[2022-09-15 15:21:03,222] Login - Step 04: Click to Login button 
[2022-09-15 15:21:03,986] Login - Step 05: Verify 'My Account' link is displayed 
[2022-09-15 15:21:04,068] OS name = windows 10
[2022-09-15 15:21:04,068] Driver instance name = chromedriver: chrome on windows (f1a976dd7354fb19cc5c94556fde2b6f)
[2022-09-15 15:23:04,311] Register - Step 01: Navigate to 'Register' page
[2022-09-15 15:23:04,938] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-15 15:23:05,111] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-15 15:23:05,268] Register - Step 04: Enter to Email textbox with value is 'afc5784@mail.vn'
[2022-09-15 15:23:05,429] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-09-15 15:23:05,627] Register - Step 06: Enter to Confirmpassword textbox with value is '123456'
[2022-09-15 15:23:05,774] Register - Step 07: Click to 'Register' button 
[2022-09-15 15:23:07,424] Register - Step 08:  Verify Register success message is displayed
[2022-09-15 15:23:07,582] Login - Step 01: Navigate to Login Page 
[2022-09-15 15:23:08,919] Login - Step 02: Enter to Email textbox with value is '123456' 
[2022-09-15 15:23:09,048] Login - Step 03: Enter to Password textbox 
[2022-09-15 15:23:09,189] Login - Step 04: Click to Login button 
[2022-09-15 15:23:09,904] Login - Step 05: Verify 'My Account' link is displayed 
[2022-09-15 15:23:09,984] OS name = windows 10
[2022-09-15 15:23:09,984] Driver instance name = chromedriver: chrome on windows (e617d6dce9067fab47a8d8aebc1eeda7)
[2022-09-15 16:44:49,984] Register - Step 01: Navigate to 'Register' page
[2022-09-15 16:44:50,706] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-15 16:44:50,854] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-15 16:44:50,978] Register - Step 04: Enter date, month , year
[2022-09-15 16:44:51,411] Register - Step 05: Enter to Email textbox with value is 'afc6995@mail.vn'
[2022-09-15 16:44:51,639] Register - Step 06: Enter to Password textbox with value is '123456'
[2022-09-15 16:44:51,777] Register - Step 07: Enter to Confirmpassword textbox with value is '123456'
[2022-09-15 16:45:01,930] Register - Step 08: Click to 'Register' button 
[2022-09-15 16:45:02,963] Register - Step 09:  Verify Register success message is displayed
[2022-09-15 16:45:03,387] Login - Step 01: Navigate to Login Page 
[2022-09-15 16:45:04,708] Login - Step 02: Enter to Email textbox with value is '123456' 
[2022-09-15 16:45:04,842] Login - Step 03: Enter to Password textbox 
[2022-09-15 16:45:04,983] Login - Step 04: Click to Login button 
[2022-09-15 16:45:05,740] Login - Step 05: Verify 'My Account' link is displayed 
[2022-09-15 16:45:05,806] OS name = windows 10
[2022-09-15 16:45:05,806] Driver instance name = chromedriver: chrome on windows (950b4254f330fbc2b351a672e7779235)
[2022-09-15 17:16:18,604] Register - Step 01: Navigate to 'Register' page
[2022-09-15 17:16:19,390] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-15 17:16:19,540] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-15 17:16:19,693] Register - Step 04: Enter date, month , year
[2022-09-15 17:16:20,125] Register - Step 05: Enter to Email textbox with value is 'afc2678@mail.vn'
[2022-09-15 17:16:20,263] Register - Step 06: Tick to checkbox Newsletter
[2022-09-15 17:16:20,353] Register - Step 07: Enter to Password textbox with value is '123456'
[2022-09-15 17:16:20,495] Register - Step 08: Enter to Confirmpassword textbox with value is '123456'
[2022-09-15 17:16:30,657] Register - Step 09: Click to 'Register' button 
[2022-09-15 17:16:32,257] Register - Step 10:  Verify Register success message is displayed
[2022-09-15 17:16:32,570] Login - Step 01: Navigate to Login Page 
[2022-09-15 17:16:33,873] Login - Step 02: Enter to Email textbox with value is '123456' 
[2022-09-15 17:16:34,000] Login - Step 03: Enter to Password textbox 
[2022-09-15 17:16:34,127] Login - Step 04: Click to Login button 
[2022-09-15 17:16:34,881] Login - Step 05: Verify 'My Account' link is displayed 
[2022-09-15 17:16:34,963] My Account - Step 01: Navigate to 'My Account' page 
[2022-09-15 17:16:35,586] My Account - Step 02: Verify 'Customer Infor' page is displayed 
[2022-09-15 17:16:35,704] OS name = windows 10
[2022-09-15 17:16:35,704] Driver instance name = chromedriver: chrome on windows (c34a16f9032c52b471176b1396fea0d2)
[2022-09-15 17:17:49,203] Register - Step 01: Navigate to 'Register' page
[2022-09-15 17:17:49,938] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2022-09-15 17:17:50,099] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2022-09-15 17:17:50,247] Register - Step 04: Enter date, month , year
[2022-09-15 17:17:50,679] Register - Step 05: Enter to Email textbox with value is 'afc5132@mail.vn'
[2022-09-15 17:17:50,853] Register - Step 06: Tick to checkbox Newsletter
[2022-09-15 17:17:50,949] Register - Step 07: Enter to Password textbox with value is '123456'
[2022-09-15 17:17:51,105] Register - Step 08: Enter to Confirmpassword textbox with value is '123456'
[2022-09-15 17:18:01,331] Register - Step 09: Click to 'Register' button 
[2022-09-15 17:18:02,905] Register - Step 10:  Verify Register success message is displayed
[2022-09-15 17:18:03,041] Login - Step 01: Navigate to Login Page 
[2022-09-15 17:18:04,372] Login - Step 02: Enter to Email textbox with value is '123456' 
[2022-09-15 17:18:04,499] Login - Step 03: Enter to Password textbox 
[2022-09-15 17:18:04,641] Login - Step 04: Click to Login button 
[2022-09-15 17:18:05,405] Login - Step 05: Verify 'My Account' link is displayed 
[2022-09-15 17:18:05,486] My Account - Step 01: Navigate to 'My Account' page 
[2022-09-15 17:18:06,000] My Account - Step 02: Verify 'Customer Infor' page is displayed 
[2022-09-15 17:18:06,075] My Account - Step 03: Verify 'First Name ' value is displayed 
[2022-09-15 17:18:06,134] My Account - Step 04: Verify 'Last Name ' value is displayed 
[2022-09-15 17:18:06,197] My Account - Step 05: Verify 'Email ' value is displayed 
[2022-09-15 17:18:06,265] OS name = windows 10
[2022-09-15 17:18:06,265] Driver instance name = chromedriver: chrome on windows (3fb41102f5272d8c4881768ffc8b7c64)
[2022-09-21 18:35:48,632] Pre-Condition - Step 01: Open browser and admin URL
[2022-09-21 18:35:54,225] Pre-Condition - Step 02: Enter to Username textbox with value : automationfc
[2022-09-21 18:35:54,478] Pre-Condition - Step 03: Enter to Password textbox with value :automationfc
[2022-09-21 18:35:54,604] Pre-Condition - Step 04:	Click to Login button
[2022-09-21 18:35:57,482] Create_Post - Step 01:Click to 'Post' menu link
[2022-09-21 18:35:58,787] Create_Post - Step 02: Get 'Search Posts' page Url
[2022-09-21 18:35:58,793] Create_Post - Step 03:Click to 'Add New' button 
[2022-09-21 18:36:01,519] Create_Post - Step 04: Enter to post title 
[2022-09-21 18:36:02,110] Create_Post - Step 05: Enter to body 
[2022-09-21 18:36:03,306] Create_Post - Step 06: Click to 'Publish ' button 
[2022-09-21 18:36:03,713] Create_Post - Step 07: Click to 'Pre-publish ' button 
[2022-09-21 18:36:03,914] Create_Post - Step 08: Verify 'Post published' message is displayed 
[2022-09-21 18:36:06,149]  -------------------------- PASSED -------------------------- 
[2022-09-21 18:36:06,301] Search_Post - Step 01: Open 'Search Post' page 
[2022-09-21 18:37:40,154] Pre-Condition - Step 01: Open browser and admin URL
[2022-09-21 18:37:44,510] Pre-Condition - Step 02: Enter to Username textbox with value : automationfc
[2022-09-21 18:37:44,738] Pre-Condition - Step 03: Enter to Password textbox with value :automationfc
[2022-09-21 18:37:44,878] Pre-Condition - Step 04:	Click to Login button
[2022-09-21 18:37:47,494] Create_Post - Step 01:Click to 'Post' menu link
[2022-09-21 18:37:48,796] Create_Post - Step 02: Get 'Search Posts' page Url
[2022-09-21 18:37:48,803] Create_Post - Step 03:Click to 'Add New' button 
[2022-09-21 18:37:51,404] Create_Post - Step 04: Enter to post title 
[2022-09-21 18:37:52,054] Create_Post - Step 05: Enter to body 
[2022-09-21 18:37:53,350] Create_Post - Step 06: Click to 'Publish ' button 
[2022-09-21 18:37:53,788] Create_Post - Step 07: Click to 'Pre-publish ' button 
[2022-09-21 18:37:53,994] Create_Post - Step 08: Verify 'Post published' message is displayed 
[2022-09-21 18:37:56,368]  -------------------------- PASSED -------------------------- 
[2022-09-21 18:37:56,443] Search_Post - Step 01: Open 'Search Post' page 
[2022-09-22 10:58:25,488] Pre-Condition - Step 01: Open browser and Admin site
[2022-09-22 10:58:55,008] Pre-Condition - Step 02: Enter to Username textbox with value : automationfc
[2022-09-22 10:58:55,225] Pre-Condition - Step 03: Enter to Password textbox with value :automationfc
[2022-09-22 10:58:55,363] Pre-Condition - Step 04:	Click to Login button
[2022-09-22 10:59:01,288] Create_Post - Step 01:Click to 'Post' menu link
[2022-09-22 10:59:03,323] Create_Post - Step 02: Get 'Search Posts' page Url
[2022-09-22 10:59:03,328] Create_Post - Step 03:Click to 'Add New' button 
[2022-09-22 10:59:09,846] Create_Post - Step 04: Enter to post title 
[2022-09-22 10:59:10,434] Create_Post - Step 05: Enter to body 
[2022-09-22 10:59:11,633] Create_Post - Step 06: Click to 'Publish ' button 
[2022-09-22 10:59:11,926] Create_Post - Step 07: Click to 'Pre-publish ' button 
[2022-09-22 10:59:12,173] Create_Post - Step 08: Verify 'Post published' message is displayed 
[2022-09-22 10:59:14,961]  -------------------------- PASSED -------------------------- 
[2022-09-22 10:59:15,176] Search_Post - Step 01: Open 'Search Post' page 
[2022-09-22 10:59:16,485] Search_Post - Step 02: Enter to Search textbox 
[2022-09-22 10:59:16,662] Search_Post - Step 03: Click to 'Search Posts' button 
[2022-09-22 10:59:18,988] Search_Post - Step 04: Verify Search table contains ' Live Coding Title 63549'
[2022-09-22 11:20:39,073] Pre-Condition - Step 01: Open browser and Admin site
[2022-09-22 11:20:42,766] Pre-Condition - Step 02: Enter to Username textbox with value : automationfc
[2022-09-22 11:20:43,080] Pre-Condition - Step 03: Enter to Password textbox with value :automationfc
[2022-09-22 11:20:43,268] Pre-Condition - Step 04:	Click to Login button
[2022-09-22 11:20:46,318] Create_Post - Step 01:Click to 'Post' menu link
[2022-09-22 11:20:47,691] Create_Post - Step 02: Get 'Search Posts' page Url
[2022-09-22 11:20:47,697] Create_Post - Step 03:Click to 'Add New' button 
[2022-09-22 11:20:50,449] Create_Post - Step 04: Enter to post title 
[2022-09-22 11:20:51,049] Create_Post - Step 05: Enter to body 
[2022-09-22 11:20:52,264] Create_Post - Step 06: Click to 'Publish ' button 
[2022-09-22 11:20:52,678] Create_Post - Step 07: Click to 'Pre-publish ' button 
[2022-09-22 11:20:52,872] Create_Post - Step 08: Verify 'Post published' message is displayed 
[2022-09-22 11:20:55,331]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:20:55,444] Search_Post - Step 01: Open 'Search Post' page 
[2022-09-22 11:20:56,752] Search_Post - Step 02: Enter to Search textbox 
[2022-09-22 11:20:56,923] Search_Post - Step 03: Click to 'Search Posts' button 
[2022-09-22 11:20:59,081] Search_Post - Step 04: Verify Search table contains ' Live Coding Title 57074'
[2022-09-22 11:20:59,169]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:20:59,169] Search_Post - Step 05: Verify Search table contains ' automationfc'
[2022-09-22 11:20:59,261]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:20:59,262] Search_Post - Step 06: Open User site 
[2022-09-22 11:21:01,707] Search_Post - Step 07: Verify Post Infor displayed at Home Page 
[2022-09-22 11:21:01,780]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:21:01,842]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:21:01,905]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:21:01,986]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:21:01,986] Search_Post - Step 08: Click to Post Title 
[2022-09-22 11:21:03,173] Search_Post - Step 09: Verify Post infor displayed at Post detail Page 
[2022-09-22 11:25:04,756] Pre-Condition - Step 01: Open browser and Admin site
[2022-09-22 11:25:11,436] Pre-Condition - Step 02: Enter to Username textbox with value : automationfc
[2022-09-22 11:25:11,828] Pre-Condition - Step 03: Enter to Password textbox with value :automationfc
[2022-09-22 11:25:12,030] Pre-Condition - Step 04:	Click to Login button
[2022-09-22 11:25:18,201] Create_Post - Step 01:Click to 'Post' menu link
[2022-09-22 11:25:20,644] Create_Post - Step 02: Get 'Search Posts' page Url
[2022-09-22 11:25:20,651] Create_Post - Step 03:Click to 'Add New' button 
[2022-09-22 11:25:24,636] Create_Post - Step 04: Enter to post title 
[2022-09-22 11:25:25,725] Create_Post - Step 05: Enter to body 
[2022-09-22 11:25:27,842] Create_Post - Step 06: Click to 'Publish ' button 
[2022-09-22 11:25:28,485] Create_Post - Step 07: Click to 'Pre-publish ' button 
[2022-09-22 11:25:28,729] Create_Post - Step 08: Verify 'Post published' message is displayed 
[2022-09-22 11:25:32,845]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:33,058] Search_Post - Step 01: Open 'Search Post' page 
[2022-09-22 11:25:34,949] Search_Post - Step 02: Enter to Search textbox 
[2022-09-22 11:25:35,190] Search_Post - Step 03: Click to 'Search Posts' button 
[2022-09-22 11:25:38,094] Search_Post - Step 04: Verify Search table contains ' Live Coding Title 74280'
[2022-09-22 11:25:38,303]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:38,303] Search_Post - Step 05: Verify Search table contains ' automationfc'
[2022-09-22 11:25:38,398]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:38,398] Search_Post - Step 06: Open User site 
[2022-09-22 11:25:45,250] Search_Post - Step 07: Verify Post Infor displayed at Home Page 
[2022-09-22 11:25:45,321]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:45,383]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:45,463]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:45,525]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:45,525] Search_Post - Step 08: Click to Post Title 
[2022-09-22 11:25:46,807] Search_Post - Step 09: Verify Post infor displayed at Post detail Page 
[2022-09-22 11:25:46,887]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:46,978]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:47,056]  -------------------------- PASSED -------------------------- 
[2022-09-22 11:25:47,132]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:22,783] Pre-Condition - Step 01: Open browser and Admin site
[2022-09-23 10:59:30,260] Pre-Condition - Step 02: Enter to Username textbox with value : automationfc
[2022-09-23 10:59:30,512] Pre-Condition - Step 03: Enter to Password textbox with value :automationfc
[2022-09-23 10:59:30,639] Pre-Condition - Step 04:	Click to Login button
[2022-09-23 10:59:33,586] Create_Post - Step 01:Click to 'Post' menu link
[2022-09-23 10:59:34,888] Create_Post - Step 02: Get 'Search Posts' page Url
[2022-09-23 10:59:34,894] Create_Post - Step 03:Click to 'Add New' button 
[2022-09-23 10:59:37,701] Create_Post - Step 04: Enter to post title 
[2022-09-23 10:59:38,477] Create_Post - Step 05: Enter to body 
[2022-09-23 10:59:39,641] Create_Post - Step 06: Click to 'Publish ' button 
[2022-09-23 10:59:40,079] Create_Post - Step 07: Click to 'Pre-publish ' button 
[2022-09-23 10:59:40,264] Create_Post - Step 08: Verify 'Post published' message is displayed 
[2022-09-23 10:59:42,246]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:42,494] Search_Post - Step 01: Open 'Search Post' page 
[2022-09-23 10:59:44,719] Search_Post - Step 02: Enter to Search textbox 
[2022-09-23 10:59:44,869] Search_Post - Step 03: Click to 'Search Posts' button 
[2022-09-23 10:59:47,056] Search_Post - Step 04: Verify Search table contains ' Live Coding Title 34217'
[2022-09-23 10:59:47,278]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:47,278] Search_Post - Step 05: Verify Search table contains ' automationfc'
[2022-09-23 10:59:47,362]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:47,362] Search_Post - Step 06: Open User site 
[2022-09-23 10:59:49,033] Search_Post - Step 07: Verify Post Infor displayed at Home Page 
[2022-09-23 10:59:49,118]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:49,197]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:49,276]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:49,340]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:49,340] Search_Post - Step 08: Click to Post Title 
[2022-09-23 10:59:50,450] Search_Post - Step 09: Verify Post infor displayed at Post detail Page 
[2022-09-23 10:59:50,525]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:50,584]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:50,647]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:50,710]  -------------------------- PASSED -------------------------- 
[2022-09-23 10:59:50,715] Edit_Post - Step 01: Open Admin site 
[2022-09-23 10:59:51,956] Edit_Post - Step 02:Click to 'Post' menu link
[2022-09-23 10:59:53,229] Edit_Post - Step 03: Enter to Search textbox 
[2022-09-23 10:59:53,378] Edit_Post - Step 04: Click to 'Search Posts' button 
[2022-09-23 10:59:55,504] Edit_Post - Step 05: Click to Post title detail link and navigate to Edit Post page 
[2022-09-23 10:59:57,750] Edit_Post - Step 06: Edit to post title 
[2022-09-23 10:59:58,240] Edit_Post - Step 07: Edit to body 
[2022-09-23 10:59:59,180] Edit_Post - Step 08: Click to 'Update ' button 
[2022-09-23 10:59:59,441] Edit_Post - Step 08: Open 'Search Post' page 
[2022-09-23 10:59:59,681] Edit_Post - Step 09: Enter to Search textbox 
[2022-09-23 11:03:56,245] Pre-Condition - Step 01: Open browser and Admin site
